Book 1,Book 2,Book 3,Facet,Language,Group,Selection,Answer Nr.,Nr. Known Books,Time,Participant ID
04,05,09,content,ger,1,05==09,3,10,281,327
04,05,09,content,ger,1,05==09,3,8,264,426
04,05,09,content,ger,2,05==09,3,6,473,277
04,05,09,content,ger,2,04==09,2,13,368,286
04,05,09,content,ger,2,05==09,3,9,341,354
04,05,09,content,ger,2,05==09,3,15,326,394
04,05,09,content,ger,2,04==05,1,10,410,437
04,05,09,content,ger,2,04==09,2,11,406,442
04,05,09,location,eng,1,04==09,2,8,558,309
04,05,09,location,eng,1,05==09,3,7,429,355
04,05,09,location,eng,1,04==05,1,9,427,417
04,05,09,location,ger,1,05==09,3,7,567,284
04,05,09,location,ger,1,04==09,2,10,281,327
04,05,09,location,ger,1,04==05,1,8,264,426
04,05,09,location,ger,2,05==09,3,6,473,277
04,05,09,location,ger,2,04==09,2,13,368,286
04,05,09,location,ger,2,05==09,3,9,341,354
04,05,09,location,ger,2,04==05,1,15,326,394
04,05,09,location,ger,2,05==09,3,10,410,437
04,05,09,location,ger,2,04==05,1,11,406,442
04,05,09,plot,eng,1,05==09,3,8,558,309
04,05,09,plot,eng,1,05==09,3,7,429,355
04,05,09,plot,eng,1,04==09,2,9,427,417
04,05,09,plot,ger,1,04==05,1,7,567,284
04,05,09,plot,ger,1,05==09,3,10,281,327
04,05,09,plot,ger,1,04==09,2,8,264,426
04,05,09,plot,ger,2,04==09,2,6,473,277
04,05,09,plot,ger,2,04==09,2,13,368,286
04,05,09,plot,ger,2,05==09,3,9,341,354
04,05,09,plot,ger,2,05==09,3,15,326,394
04,05,09,plot,ger,2,04==05,1,10,410,437
04,05,09,plot,ger,2,05==09,3,11,406,442
04,05,09,time,eng,1,04==05,1,8,558,309
04,05,09,time,eng,1,04==05,1,7,429,355
04,05,09,time,ger,1,04==09,2,7,567,284
04,05,09,time,ger,1,05==09,3,8,264,426
04,05,09,time,ger,2,04==05,1,9,341,354
04,05,09,time,ger,2,04==09,2,15,326,394
04,05,09,total,eng,1,04==09,2,8,558,309
04,05,09,total,eng,1,05==09,3,7,429,355
04,05,09,total,eng,1,04==09,2,9,427,417
04,05,09,total,ger,1,04==05,1,7,567,284
04,05,09,total,ger,1,05==09,3,10,281,327
04,05,09,total,ger,1,04==09,2,8,264,426
04,05,09,total,ger,2,04==09,2,6,473,277
04,05,09,total,ger,2,05==09,3,8,314,278
04,05,09,total,ger,2,04==09,2,13,368,286
04,05,09,total,ger,2,05==09,3,9,341,354
04,05,09,total,ger,2,05==09,3,15,326,394
04,05,09,total,ger,2,04==05,1,10,410,437
04,05,09,total,ger,2,05==09,3,11,406,442
04,05,11,atmosphere,eng,1,05==11,3,8,558,309
04,05,11,atmosphere,eng,1,05==11,3,7,429,355
04,05,11,atmosphere,ger,1,04==11,2,7,567,284
04,05,11,atmosphere,ger,1,04==11,2,8,273,429
04,05,11,atmosphere,ger,1,04==05,1,8,396,443
04,05,11,atmosphere,ger,2,04==05,1,9,313,290
04,05,11,atmosphere,ger,2,04==05,1,10,413,330
04,05,11,content,eng,1,04==11,2,8,558,309
04,05,11,content,eng,1,05==11,3,7,429,355
04,05,11,content,ger,1,04==05,1,7,567,284
04,05,11,content,ger,1,04==05,1,8,396,443
04,05,11,content,ger,2,04==05,1,9,313,290
04,05,11,content,ger,2,04==05,1,10,413,330
04,05,11,location,eng,1,04==11,2,8,558,309
04,05,11,location,eng,1,04==11,2,7,429,355
04,05,11,location,ger,1,05==11,3,7,567,284
04,05,11,location,ger,1,04==05,1,8,396,443
04,05,11,location,ger,2,05==11,3,9,313,290
04,05,11,location,ger,2,05==11,3,10,413,330
04,05,11,plot,eng,1,05==11,3,8,558,309
04,05,11,plot,eng,1,04==11,2,7,429,355
04,05,11,plot,ger,1,04==11,2,7,567,284
04,05,11,plot,ger,1,04==05,1,8,396,443
04,05,11,plot,ger,2,04==05,1,9,313,290
04,05,11,plot,ger,2,05==11,3,10,413,330
04,05,11,time,ger,1,05==11,3,8,396,443
04,05,11,time,ger,2,05==11,3,10,413,330
04,05,11,total,eng,1,05==11,3,8,558,309
04,05,11,total,eng,1,04==11,2,7,429,355
04,05,11,total,ger,1,05==11,3,7,567,284
04,05,11,total,ger,1,04==05,1,8,273,429
04,05,11,total,ger,1,04==05,1,8,396,443
04,05,11,total,ger,2,04==05,1,9,313,290
04,05,11,total,ger,2,05==11,3,10,413,330
04,05,14,atmosphere,eng,1,05==14,3,8,558,309
04,05,14,atmosphere,eng,1,05==14,3,9,427,417
04,05,14,atmosphere,ger,1,05==14,3,8,264,426
04,05,14,atmosphere,ger,1,05==14,3,8,396,443
04,05,14,atmosphere,ger,2,05==14,3,10,484,331
04,05,14,atmosphere,ger,2,05==14,3,8,255,397
04,05,14,content,ger,1,04==14,2,8,264,426
04,05,14,content,ger,1,05==14,3,8,396,443
04,05,14,content,ger,2,05==14,3,8,255,397
04,05,14,location,ger,1,05==14,3,8,264,426
04,05,14,location,ger,1,05==14,3,8,396,443
04,05,14,location,ger,2,04==05,1,8,255,397
04,05,14,plot,ger,1,04==14,2,8,264,426
04,05,14,plot,ger,1,04==05,1,8,396,443
04,05,14,plot,ger,2,05==14,3,8,255,397
04,05,14,total,eng,1,05==14,3,8,558,309
04,05,14,total,eng,1,05==14,3,9,427,417
04,05,14,total,ger,1,04==14,2,8,264,426
04,05,14,total,ger,1,05==14,3,8,396,443
04,05,14,total,ger,2,05==14,3,10,484,331
04,05,14,total,ger,2,05==14,3,8,255,397
04,05,15,atmosphere,ger,1,04==15,2,8,264,426
04,05,15,total,ger,1,04==15,2,8,264,426
04,05,17,atmosphere,eng,1,05==17,3,7,429,355
04,05,17,atmosphere,ger,1,05==17,3,7,567,284
04,05,17,atmosphere,ger,1,05==17,3,10,281,327
04,05,17,atmosphere,ger,1,04==05,1,8,396,443
04,05,17,atmosphere,ger,2,05==17,3,13,368,286
04,05,17,atmosphere,ger,2,04==05,1,10,410,437
04,05,17,content,ger,2,04==05,1,10,410,437
04,05,17,location,ger,2,05==17,3,10,410,437
04,05,17,plot,ger,2,04==17,2,10,410,437
04,05,17,time,ger,2,04==17,2,10,410,437
04,05,17,total,eng,1,04==05,1,7,429,355
04,05,17,total,ger,1,05==17,3,7,567,284
04,05,17,total,ger,1,skip,-1,10,281,327
04,05,17,total,ger,1,04==05,1,8,396,443
04,05,17,total,ger,2,05==17,3,13,368,286
04,05,17,total,ger,2,05==17,3,10,410,437
04,06,09,atmosphere,ger,1,04==09,2,7,427,358
04,06,09,atmosphere,ger,2,04==09,2,13,368,286
04,06,09,atmosphere,ger,2,04==09,2,5,268,381
04,06,09,content,ger,1,04==09,2,7,427,358
04,06,09,content,ger,2,04==09,2,13,368,286
04,06,09,content,ger,2,04==09,2,5,268,381
04,06,09,location,ger,1,06==09,3,7,427,358
04,06,09,location,ger,2,04==09,2,13,368,286
04,06,09,location,ger,2,06==09,3,5,268,381
04,06,09,plot,ger,1,04==06,1,7,427,358
04,06,09,plot,ger,2,04==09,2,13,368,286
04,06,09,plot,ger,2,04==09,2,5,268,381
04,06,09,time,ger,1,06==09,3,7,427,358
04,06,09,time,ger,2,04==09,2,13,368,286
04,06,09,total,ger,1,04==09,2,7,427,358
04,06,09,total,ger,2,04==09,2,13,368,286
04,06,09,total,ger,2,04==09,2,5,268,381
04,06,11,atmosphere,ger,2,04==11,2,19,308,313
04,06,11,atmosphere,ger,2,06==11,3,6,361,392
04,06,11,atmosphere,ger,2,04==11,2,13,346,398
04,06,11,atmosphere,ger,2,04==06,1,11,256,418
04,06,11,content,ger,2,04==06,1,19,308,313
04,06,11,content,ger,2,04==06,1,6,361,392
04,06,11,content,ger,2,04==06,1,13,346,398
04,06,11,content,ger,2,04==06,1,11,256,418
04,06,11,location,ger,2,06==11,3,19,308,313
04,06,11,location,ger,2,06==11,3,6,361,392
04,06,11,location,ger,2,06==11,3,13,346,398
04,06,11,location,ger,2,06==11,3,11,256,418
04,06,11,plot,ger,2,04==11,2,19,308,313
04,06,11,plot,ger,2,06==11,3,6,361,392
04,06,11,plot,ger,2,04==11,2,13,346,398
04,06,11,plot,ger,2,04==11,2,11,256,418
04,06,11,time,ger,2,04==11,2,19,308,313
04,06,11,time,ger,2,04==06,1,11,256,418
04,06,11,total,ger,2,04==11,2,19,308,313
04,06,11,total,ger,2,06==11,3,6,361,392
04,06,11,total,ger,2,04==11,2,13,346,398
04,06,11,total,ger,2,04==06,1,11,256,418
04,06,14,atmosphere,eng,2,04==06,1,10,366,336
04,06,14,atmosphere,ger,1,06==14,3,7,427,358
04,06,14,content,eng,2,04==06,1,10,366,336
04,06,14,content,ger,1,04==14,2,7,427,358
04,06,14,location,eng,2,04==06,1,10,366,336
04,06,14,location,ger,1,06==14,3,7,427,358
04,06,14,plot,eng,2,04==06,1,10,366,336
04,06,14,plot,ger,1,04==14,2,7,427,358
04,06,14,time,eng,2,06==14,3,10,366,336
04,06,14,time,ger,1,06==14,3,7,427,358
04,06,14,total,eng,2,04==06,1,10,366,336
04,06,14,total,ger,1,04==14,2,7,427,358
04,06,15,atmosphere,ger,2,06==15,3,5,268,381
04,06,15,atmosphere,ger,2,04==06,1,6,361,392
04,06,15,atmosphere,ger,2,06==15,3,11,256,418
04,06,15,content,ger,2,06==15,3,5,268,381
04,06,15,content,ger,2,06==15,3,6,361,392
04,06,15,content,ger,2,06==15,3,11,256,418
04,06,15,location,ger,2,06==15,3,5,268,381
04,06,15,location,ger,2,06==15,3,6,361,392
04,06,15,location,ger,2,06==15,3,11,256,418
04,06,15,plot,ger,2,06==15,3,5,268,381
04,06,15,plot,ger,2,04==06,1,6,361,392
04,06,15,plot,ger,2,06==15,3,11,256,418
04,06,15,time,ger,2,04==15,2,5,268,381
04,06,15,time,ger,2,04==06,1,6,361,392
04,06,15,total,ger,2,06==15,3,5,268,381
04,06,15,total,ger,2,06==15,3,6,361,392
04,06,15,total,ger,2,06==15,3,11,256,418
04,07,09,atmosphere,ger,2,07==09,3,8,314,278
04,07,09,atmosphere,ger,2,07==09,3,5,281,326
04,07,09,atmosphere,ger,2,07==09,3,9,341,354
04,07,09,atmosphere,ger,2,04==07,1,6,255,448
04,07,09,content,ger,2,04==09,2,8,314,278
04,07,09,content,ger,2,04==09,2,6,255,448
04,07,09,location,ger,2,04==07,1,8,314,278
04,07,09,location,ger,2,07==09,3,6,255,448
04,07,09,plot,ger,2,04==09,2,8,314,278
04,07,09,plot,ger,2,04==09,2,6,255,448
04,07,09,time,ger,2,07==09,3,8,314,278
04,07,09,time,ger,2,04==07,1,6,255,448
04,07,09,total,ger,2,04==09,2,8,314,278
04,07,09,total,ger,2,07==09,3,5,281,326
04,07,09,total,ger,2,07==09,3,9,341,354
04,07,09,total,ger,2,07==09,3,6,255,448
04,07,11,atmosphere,eng,2,04==11,2,19,374,345
04,07,11,atmosphere,ger,1,07==11,3,5,604,279
04,07,11,atmosphere,ger,2,07==11,3,8,363,404
04,07,11,content,eng,2,04==11,2,19,374,345
04,07,11,content,ger,1,04==07,1,5,604,279
04,07,11,content,ger,2,07==11,3,8,363,404
04,07,11,location,eng,2,04==11,2,19,374,345
04,07,11,location,ger,1,07==11,3,5,604,279
04,07,11,location,ger,2,07==11,3,8,363,404
04,07,11,plot,eng,2,04==07,1,19,374,345
04,07,11,plot,ger,1,07==11,3,5,604,279
04,07,11,plot,ger,2,07==11,3,8,363,404
04,07,11,time,ger,1,07==11,3,5,604,279
04,07,11,total,eng,2,07==11,3,19,374,345
04,07,11,total,ger,1,04==07,1,5,604,279
04,07,11,total,ger,2,07==11,3,8,363,404
04,07,14,atmosphere,ger,2,07==14,3,10,484,331
04,07,14,content,ger,2,07==14,3,10,484,331
04,07,14,location,ger,2,04==14,2,10,484,331
04,07,14,plot,ger,2,07==14,3,10,484,331
04,07,14,time,ger,2,04==14,2,10,484,331
04,07,14,total,ger,2,07==14,3,10,484,331
04,07,15,atmosphere,eng,2,04==15,2,10,366,336
04,07,15,atmosphere,ger,2,04==15,2,15,297,339
04,07,15,atmosphere,ger,2,04==15,2,8,363,404
04,07,15,content,eng,2,04==07,1,10,366,336
04,07,15,content,ger,2,04==15,2,15,297,339
04,07,15,content,ger,2,04==15,2,8,363,404
04,07,15,location,eng,2,04==15,2,10,366,336
04,07,15,location,ger,2,04==15,2,15,297,339
04,07,15,location,ger,2,07==15,3,8,363,404
04,07,15,plot,eng,2,04==15,2,10,366,336
04,07,15,plot,ger,2,04==15,2,15,297,339
04,07,15,plot,ger,2,04==15,2,8,363,404
04,07,15,time,ger,2,04==15,2,15,297,339
04,07,15,time,ger,2,04==15,2,8,363,404
04,07,15,total,eng,2,04==15,2,10,366,336
04,07,15,total,ger,2,04==15,2,15,297,339
04,07,15,total,ger,2,04==15,2,8,363,404
04,07,17,atmosphere,ger,1,04==07,1,5,604,279
04,07,17,atmosphere,ger,2,07==17,3,10,484,331
04,07,17,atmosphere,ger,2,04==07,1,10,361,407
04,07,17,atmosphere,ger,2,07==17,3,11,256,418
04,07,17,content,ger,1,04==07,1,5,604,279
04,07,17,content,ger,2,07==17,3,10,484,331
04,07,17,content,ger,2,07==17,3,10,361,407
04,07,17,location,ger,1,04==07,1,5,604,279
04,07,17,location,ger,2,04==07,1,10,484,331
04,07,17,location,ger,2,04==17,2,10,361,407
04,07,17,plot,ger,1,04==17,2,5,604,279
04,07,17,plot,ger,2,07==17,3,10,484,331
04,07,17,plot,ger,2,07==17,3,10,361,407
04,07,17,time,ger,1,07==17,3,5,604,279
04,07,17,time,ger,2,04==17,2,10,484,331
04,07,17,time,ger,2,04==07,1,10,361,407
04,07,17,total,ger,1,07==17,3,5,604,279
04,07,17,total,ger,2,07==17,3,10,484,331
04,07,17,total,ger,2,07==17,3,10,361,407
04,07,17,total,ger,2,07==17,3,11,256,418
04,09,11,atmosphere,eng,2,04==09,1,6,377,343
04,09,11,atmosphere,ger,1,09==11,3,7,393,283
04,09,11,atmosphere,ger,1,04==09,1,7,339,324
04,09,11,atmosphere,ger,1,04==11,2,4,452,335
04,09,11,atmosphere,ger,2,04==09,1,6,473,277
04,09,11,atmosphere,ger,2,04==09,1,10,413,330
04,09,11,atmosphere,ger,2,04==09,1,3,125,406
04,09,11,atmosphere,ger,2,04==11,2,6,255,448
04,09,11,content,eng,2,04==09,1,6,377,343
04,09,11,content,ger,1,04==09,1,7,393,283
04,09,11,content,ger,1,04==09,1,7,339,324
04,09,11,content,ger,1,skip,-1,4,452,335
04,09,11,content,ger,2,04==09,1,6,473,277
04,09,11,content,ger,2,04==09,1,10,413,330
04,09,11,content,ger,2,04==09,1,3,125,406
04,09,11,content,ger,2,09==11,3,6,255,448
04,09,11,location,eng,2,04==11,2,6,377,343
04,09,11,location,ger,1,09==11,3,7,393,283
04,09,11,location,ger,1,09==11,3,7,339,324
04,09,11,location,ger,1,09==11,3,4,452,335
04,09,11,location,ger,2,09==11,3,6,473,277
04,09,11,location,ger,2,04==11,2,10,413,330
04,09,11,location,ger,2,09==11,3,3,125,406
04,09,11,location,ger,2,04==11,2,6,255,448
04,09,11,plot,eng,2,04==11,2,6,377,343
04,09,11,plot,ger,1,04==09,1,7,393,283
04,09,11,plot,ger,1,04==11,2,7,339,324
04,09,11,plot,ger,1,04==09,1,4,452,335
04,09,11,plot,ger,2,skip,-1,6,473,277
04,09,11,plot,ger,2,04==09,1,10,413,330
04,09,11,plot,ger,2,04==09,1,3,125,406
04,09,11,plot,ger,2,09==11,3,6,255,448
04,09,11,time,eng,2,04==11,2,6,377,343
04,09,11,time,ger,1,09==11,3,7,393,283
04,09,11,time,ger,1,09==11,3,7,339,324
04,09,11,time,ger,1,09==11,3,4,452,335
04,09,11,time,ger,2,09==11,3,6,473,277
04,09,11,time,ger,2,04==11,2,3,125,406
04,09,11,time,ger,2,04==09,1,6,255,448
04,09,11,total,eng,2,04==09,1,6,377,343
04,09,11,total,ger,1,04==09,1,7,393,283
04,09,11,total,ger,1,04==09,1,7,339,324
04,09,11,total,ger,1,04==09,1,4,452,335
04,09,11,total,ger,2,04==09,1,6,473,277
04,09,11,total,ger,2,04==09,1,10,413,330
04,09,11,total,ger,2,04==09,1,3,125,406
04,09,11,total,ger,2,04==09,1,6,255,448
04,09,14,atmosphere,eng,2,04==14,2,6,377,343
04,09,14,atmosphere,ger,1,09==14,3,7,393,283
04,09,14,atmosphere,ger,1,04==09,1,7,339,324
04,09,14,atmosphere,ger,1,09==14,3,7,427,358
04,09,14,atmosphere,ger,2,09==14,3,10,413,330
04,09,14,atmosphere,ger,2,04==09,1,3,206,410
04,09,14,atmosphere,ger,2,09==14,3,11,406,442
04,09,14,content,ger,1,04==09,1,7,393,283
04,09,14,content,ger,1,04==09,1,7,339,324
04,09,14,content,ger,1,09==14,3,7,427,358
04,09,14,content,ger,2,04==09,1,10,413,330
04,09,14,content,ger,2,09==14,3,3,206,410
04,09,14,content,ger,2,09==14,3,11,406,442
04,09,14,location,ger,1,09==14,3,7,393,283
04,09,14,location,ger,1,09==14,3,7,339,324
04,09,14,location,ger,1,skip,-1,7,427,358
04,09,14,location,ger,2,09==14,3,10,413,330
04,09,14,location,ger,2,04==09,1,3,206,410
04,09,14,location,ger,2,04==14,2,11,406,442
04,09,14,plot,ger,1,04==09,1,7,393,283
04,09,14,plot,ger,1,09==14,3,7,339,324
04,09,14,plot,ger,1,09==14,3,7,427,358
04,09,14,plot,ger,2,09==14,3,10,413,330
04,09,14,plot,ger,2,04==14,2,3,206,410
04,09,14,plot,ger,2,09==14,3,11,406,442
04,09,14,time,ger,1,04==09,1,7,339,324
04,09,14,time,ger,2,04==14,2,10,413,330
04,09,14,time,ger,2,04==14,2,3,206,410
04,09,14,time,ger,2,04==14,2,11,406,442
04,09,14,total,eng,2,04==14,2,6,377,343
04,09,14,total,ger,1,09==14,3,7,393,283
04,09,14,total,ger,1,04==09,1,7,339,324
04,09,14,total,ger,1,09==14,3,7,427,358
04,09,14,total,ger,2,09==14,3,10,413,330
04,09,14,total,ger,2,04==14,2,3,206,410
04,09,14,total,ger,2,09==14,3,11,406,442
04,09,15,atmosphere,ger,1,04==09,1,7,339,324
04,09,15,atmosphere,ger,2,04==09,1,5,268,381
04,09,15,content,ger,1,04==15,2,7,339,324
04,09,15,content,ger,2,09==15,3,5,268,381
04,09,15,location,ger,1,04==15,2,7,339,324
04,09,15,location,ger,2,09==15,3,5,268,381
04,09,15,plot,ger,1,09==15,3,7,339,324
04,09,15,plot,ger,2,04==09,1,5,268,381
04,09,15,time,ger,2,04==15,2,5,268,381
04,09,15,total,ger,1,04==09,1,7,339,324
04,09,15,total,ger,2,04==09,1,5,268,381
04,09,17,atmosphere,ger,1,09==17,3,7,393,283
04,09,17,atmosphere,ger,1,04==09,1,4,452,335
04,09,17,atmosphere,ger,2,04==09,1,9,453,329
04,09,17,atmosphere,ger,2,09==17,3,15,326,394
04,09,17,atmosphere,ger,2,09==17,3,6,255,448
04,09,17,content,ger,1,04==09,1,4,452,335
04,09,17,content,ger,2,04==09,1,9,453,329
04,09,17,content,ger,2,04==17,2,15,326,394
04,09,17,location,ger,1,04==17,2,4,452,335
04,09,17,location,ger,2,04==09,1,9,453,329
04,09,17,location,ger,2,04==09,1,15,326,394
04,09,17,plot,ger,1,04==09,1,4,452,335
04,09,17,plot,ger,2,09==17,3,9,453,329
04,09,17,plot,ger,2,04==17,2,15,326,394
04,09,17,time,ger,1,04==17,2,4,452,335
04,09,17,time,ger,2,04==09,1,9,453,329
04,09,17,total,ger,1,09==17,3,7,393,283
04,09,17,total,ger,1,04==09,1,4,452,335
04,09,17,total,ger,2,09==17,3,9,453,329
04,09,17,total,ger,2,04==17,2,15,326,394
04,09,17,total,ger,2,04==09,1,6,255,448
04,11,14,atmosphere,eng,2,04==11,1,6,377,343
04,11,14,atmosphere,ger,1,11==14,3,7,339,324
04,11,14,content,eng,2,04==14,2,6,377,343
04,11,14,location,eng,2,04==11,1,6,377,343
04,11,14,plot,eng,2,04==11,1,6,377,343
04,11,14,total,eng,2,04==11,1,6,377,343
04,11,14,total,ger,1,11==14,3,7,339,324
04,11,15,atmosphere,eng,2,04==15,2,7,422,312
04,11,15,atmosphere,ger,2,11==15,3,8,363,404
04,11,15,content,eng,2,04==11,1,7,422,312
04,11,15,location,eng,2,11==15,3,7,422,312
04,11,15,plot,eng,2,04==15,2,7,422,312
04,11,15,time,eng,2,11==15,3,7,422,312
04,11,15,total,eng,2,04==15,2,7,422,312
04,11,15,total,ger,2,04==15,2,8,363,404
04,11,17,atmosphere,ger,1,04==17,2,5,604,279
04,11,17,atmosphere,ger,1,04==17,2,4,452,335
04,11,17,atmosphere,ger,2,04==11,1,15,326,394
04,11,17,atmosphere,ger,2,11==17,3,8,300,452
04,11,17,content,ger,1,11==17,3,5,604,279
04,11,17,content,ger,1,11==17,3,4,452,335
04,11,17,content,ger,2,04==11,1,8,300,452
04,11,17,location,ger,1,11==17,3,5,604,279
04,11,17,location,ger,1,04==11,1,4,452,335
04,11,17,location,ger,2,04==11,1,8,300,452
04,11,17,plot,ger,1,11==17,3,5,604,279
04,11,17,plot,ger,1,04==17,2,4,452,335
04,11,17,plot,ger,2,04==11,1,8,300,452
04,11,17,total,ger,1,04==11,1,5,604,279
04,11,17,total,ger,1,04==11,1,4,452,335
04,11,17,total,ger,2,04==11,1,15,326,394
04,11,17,total,ger,2,11==17,3,8,300,452
04,14,15,atmosphere,ger,2,04==15,2,15,326,394
04,14,15,atmosphere,ger,2,04==15,2,8,363,404
04,14,15,content,ger,2,14==15,3,15,326,394
04,14,15,content,ger,2,04==15,2,8,363,404
04,14,15,location,ger,2,14==15,3,15,326,394
04,14,15,location,ger,2,04==15,2,8,363,404
04,14,15,plot,ger,2,04==15,2,15,326,394
04,14,15,plot,ger,2,04==15,2,8,363,404
04,14,15,time,ger,2,14==15,3,15,326,394
04,14,15,time,ger,2,04==15,2,8,363,404
04,14,15,total,ger,2,04==15,2,15,326,394
04,14,15,total,ger,2,04==15,2,8,363,404
04,14,17,atmosphere,ger,2,04==14,1,9,374,306
04,14,17,content,ger,2,04==14,1,9,374,306
04,14,17,location,ger,2,14==17,3,9,374,306
04,14,17,plot,ger,2,04==17,2,9,374,306
04,14,17,time,ger,2,14==17,3,9,374,306
04,14,17,total,ger,2,14==17,3,9,374,306
04,15,17,atmosphere,eng,2,04==15,1,7,422,312
04,15,17,atmosphere,ger,2,04==15,1,11,256,418
04,15,17,content,eng,2,04==17,2,7,422,312
04,15,17,content,ger,2,04==15,1,11,256,418
04,15,17,location,eng,2,04==15,1,7,422,312
04,15,17,location,ger,2,04==15,1,11,256,418
04,15,17,plot,eng,2,04==15,1,7,422,312
04,15,17,plot,ger,2,04==15,1,11,256,418
04,15,17,time,eng,2,04==15,1,7,422,312
04,15,17,time,ger,2,04==15,1,11,256,418
04,15,17,total,eng,2,04==15,1,7,422,312
04,15,17,total,ger,2,04==15,1,11,256,418
05,07,09,atmosphere,ger,2,05==07,1,6,473,277
05,07,09,atmosphere,ger,2,05==07,1,8,314,278
05,07,09,atmosphere,ger,2,05==07,1,5,281,326
05,07,09,content,ger,2,05==07,1,6,473,277
05,07,09,content,ger,2,05==07,1,8,314,278
05,07,09,content,ger,2,07==09,3,5,281,326
05,07,09,location,ger,2,05==07,1,6,473,277
05,07,09,location,ger,2,05==07,1,8,314,278
05,07,09,location,ger,2,07==09,3,5,281,326
05,07,09,plot,ger,2,07==09,3,6,473,277
05,07,09,plot,ger,2,05==09,2,8,314,278
05,07,09,plot,ger,2,05==07,1,5,281,326
05,07,09,time,ger,2,05==07,1,6,473,277
05,07,09,time,ger,2,07==09,3,5,281,326
05,07,09,total,ger,2,05==07,1,6,473,277
05,07,09,total,ger,2,05==07,1,8,314,278
05,07,09,total,ger,2,05==07,1,5,281,326
05,07,11,atmosphere,ger,2,05==07,1,6,473,277
05,07,11,atmosphere,ger,2,05==07,1,9,341,354
05,07,11,atmosphere,ger,2,05==07,1,8,300,452
05,07,11,content,ger,2,05==07,1,9,341,354
05,07,11,content,ger,2,05==07,1,8,300,452
05,07,11,location,ger,2,05==07,1,9,341,354
05,07,11,location,ger,2,05==07,1,8,300,452
05,07,11,plot,ger,2,05==07,1,9,341,354
05,07,11,plot,ger,2,05==07,1,8,300,452
05,07,11,time,ger,2,05==11,2,8,300,452
05,07,11,total,ger,2,05==07,1,6,473,277
05,07,11,total,ger,2,05==07,1,9,341,354
05,07,11,total,ger,2,05==07,1,8,300,452
05,07,16,atmosphere,ger,2,05==07,1,8,255,397
05,07,16,content,ger,2,05==07,1,8,255,397
05,07,16,location,ger,2,05==07,1,8,255,397
05,07,16,plot,ger,2,05==07,1,8,255,397
05,07,16,time,ger,2,07==16,3,8,255,397
05,07,16,total,ger,2,05==07,1,8,255,397
05,09,11,atmosphere,ger,2,05==09,1,13,346,398
05,09,11,atmosphere,ger,2,09==11,3,8,300,452
05,09,11,content,ger,2,05==09,1,8,300,452
05,09,11,location,ger,2,05==11,2,8,300,452
05,09,11,plot,ger,2,skip,-1,8,300,452
05,09,11,time,ger,2,05==11,2,8,300,452
05,09,11,total,ger,2,05==09,1,13,346,398
05,09,11,total,ger,2,05==09,1,8,300,452
05,09,12,atmosphere,ger,2,05==09,1,19,308,313
05,09,12,atmosphere,ger,2,05==12,2,10,410,437
05,09,12,content,ger,2,05==09,1,19,308,313
05,09,12,location,ger,2,05==09,1,19,308,313
05,09,12,plot,ger,2,05==09,1,19,308,313
05,09,12,time,ger,2,05==12,2,19,308,313
05,09,12,total,ger,2,05==09,1,19,308,313
05,09,12,total,ger,2,05==12,2,10,410,437
05,09,16,atmosphere,ger,2,09==16,3,5,281,326
05,09,16,content,ger,2,09==16,3,5,281,326
05,09,16,location,ger,2,05==09,1,5,281,326
05,09,16,plot,ger,2,05==16,2,5,281,326
05,09,16,time,ger,2,05==09,1,5,281,326
05,09,16,total,ger,2,05==16,2,5,281,326
05,11,12,atmosphere,eng,2,11==12,3,17,417,334
05,11,12,content,eng,2,11==12,3,17,417,334
05,11,12,location,eng,2,05==11,1,17,417,334
05,11,12,plot,eng,2,11==12,3,17,417,334
05,11,12,total,eng,2,11==12,3,17,417,334
05,11,14,atmosphere,ger,2,11==14,3,10,413,330
05,11,14,total,ger,2,05==14,2,10,413,330
05,14,16,atmosphere,eng,2,05==16,2,17,417,334
05,14,16,atmosphere,ger,2,05==14,1,8,255,397
05,14,16,content,ger,2,05==14,1,8,255,397
05,14,16,location,ger,2,05==14,1,8,255,397
05,14,16,plot,ger,2,05==14,1,8,255,397
05,14,16,time,ger,2,14==16,3,8,255,397
05,14,16,total,eng,2,05==16,2,17,417,334
05,14,16,total,ger,2,05==14,1,8,255,397
06,10,15,atmosphere,ger,1,06==10,1,3,225,390
06,10,15,atmosphere,ger,2,10==15,3,6,361,392
06,10,15,content,ger,1,10==15,3,3,225,390
06,10,15,content,ger,2,10==15,3,6,361,392
06,10,15,location,ger,1,06==10,1,3,225,390
06,10,15,location,ger,2,06==10,1,6,361,392
06,10,15,plot,ger,1,06==10,1,3,225,390
06,10,15,plot,ger,2,06==10,1,6,361,392
06,10,15,time,ger,1,06==10,1,3,225,390
06,10,15,time,ger,2,06==10,1,6,361,392
06,10,15,total,ger,1,06==10,1,3,225,390
06,10,15,total,ger,2,06==10,1,6,361,392
06,10,18,atmosphere,ger,1,skip,-1,5,88,400
06,10,18,content,ger,1,06==10,1,5,88,400
06,10,18,location,ger,1,06==18,2,5,88,400
06,10,18,plot,ger,1,06==10,1,5,88,400
06,10,18,time,ger,1,06==10,1,5,88,400
06,10,18,total,ger,1,06==10,1,5,88,400
06,10,19,atmosphere,eng,2,06==10,1,10,366,336
06,10,19,atmosphere,ger,1,06==10,1,7,427,358
